age,ed,employ,address,income,debtinc,creddebt,othdebt,default
26,1,10,2,32,4.7,0.126336,1.377664,0
30,2,12,9,68,20.1,2.856612,10.811388,0
32,1,4,3,16,28.5,0.89376,3.66624,1
38,3,13,18,25,5.7,0.343425,1.081575,0
43,2,10,24,37,8.5,0.676175,2.468825,0
31,2,9,8,53,13.5,1.194885,5.960115,0
37,4,10,18,123,17.3,3.021618,18.257382,0
37,2,4,11,20,21.7,0.1736,4.1664,1
41,3,12,11,86,26.5,4.99101,17.79899,1
32,1,0,4,20,3,0.2634,0.3366,1
22,2,0,1,35,9,0.7812,2.3688,1
32,2,12,3,63,18.2,5.549544,5.916456,0
47,2,17,23,41,9.5,0.455715,3.439285,0
40,1,21,21,46,6.2,0.966828,1.885172,0
31,1,8,1,22,6.7,0.369974,1.104026,0
34,3,7,0,27,2.2,0.125334,0.468666,0
52,4,13,17,234,7.7,7.38738,10.63062,0
28,1,2,2,17,2.5,0.199325,0.225675,1
38,3,15,18,63,13.4,5.090526,3.351474,0
33,2,10,4,26,3.1,0.030628,0.775372,0
39,2,9,12,32,6.6,1.429824,0.682176,0
47,3,23,11,115,4,0.6532,3.9468,0
36,2,11,8,49,1.3,0.272636,0.364364,0
29,3,7,2,84,13.6,6.91152,4.51248,1
48,4,14,10,59,16.5,4.935645,4.799355,1
38,3,12,18,64,5.8,0.894592,2.817408,0
46,2,9,26,15,4.3,0.014835,0.630165,0
27,3,5,4,42,19.9,2.707992,5.650008,1
54,1,18,34,114,8.5,3.2946,6.3954,0
27,4,0,0,25,12.7,1.419225,1.755775,1
23,1,1,0,17,1.6,0.011696,0.260304,0
41,1,23,2,91,13.7,0.573482,11.893518,0
24,1,3,5,15,11.3,0.072885,1.622115,1
28,1,9,0,22,27.7,5.283498,0.810502,1
26,1,0,0,14,10.5,0.25578,1.21422,0
24,1,8,0,17,5.6,0.569296,0.382704,1
49,2,22,4,79,7.3,0.28835,5.47865,0
28,2,3,1,36,8.6,0.383904,2.712096,0
38,1,6,17,18,13,0.13104,2.20896,0
33,2,2,9,37,4.5,0.834165,0.830835,0
26,1,8,4,25,4.7,0.210325,0.964675,0
36,1,9,1,40,9.8,1.97568,1.94432,0
37,3,16,14,50,36.6,7.32,10.98,1
25,4,0,1,18,33.4,2.801592,3.210408,1
29,1,9,2,33,4.8,0.693792,0.890208,0
27,2,8,4,38,6.9,0.364458,2.257542,0
45,1,17,0,62,15,2.4366,6.8634,0
37,1,9,8,57,5.5,1.357455,1.777545,0
29,2,3,6,26,6.1,0.537654,1.048346,1
51,1,10,1,44,13.2,4.960032,0.847968,1
22,3,0,0,23,8.4,0.372876,1.559124,1
30,4,7,10,30,15.7,0.26376,4.44624,0
31,1,7,2,20,12.3,0.1107,2.3493,0
28,1,2,0,18,14.8,1.939392,0.724608,1
35,1,10,16,39,5.7,0.217854,2.005146,0
25,4,1,1,34,8.5,0.13294,2.75706,1
32,2,5,0,28,14.8,2.594144,1.549856,1
33,1,2,10,24,9.6,1.041408,1.262592,0
28,2,3,4,41,25.1,5.896743,4.394257,1
46,3,4,17,73,5.4,2.223288,1.718712,0
41,1,24,12,83,14,6.58854,5.03146,0
42,2,11,5,73,6.8,2.869192,2.094808,0
41,4,9,13,47,5,0.4371,1.9129,0
26,1,3,5,29,25.7,2.526567,4.926433,1
47,1,27,8,113,9.2,2.380684,8.015316,0
29,1,1,3,18,25.6,1.98144,2.62656,1
34,1,3,14,36,4.7,0.624348,1.067652,0
36,1,7,2,43,6.2,1.03974,1.62626,0
38,2,7,4,64,3,0.65088,1.26912,0
41,2,4,14,26,19.2,1.47264,3.51936,1
46,1,9,23,31,13.8,1.617084,2.660916,0
40,3,3,15,55,16.5,1.751475,7.323525,1
44,2,17,0,129,2.5,0.551475,2.673525,0
35,3,10,15,39,10.4,1.60212,2.45388,0
36,1,20,15,60,5.4,1.05624,2.18376,0
28,2,0,3,30,4.8,0.12096,1.31904,1
29,2,6,7,18,5.1,0.44982,0.46818,1
23,2,3,3,22,11.4,1.274064,1.233936,1
41,2,7,17,63,15.4,4.637556,5.064444,0
25,1,1,1,19,6.9,0.190095,1.120905,0
45,2,2,19,29,5.4,0.443178,1.122822,0
48,2,30,14,148,7.2,3.974688,6.681312,0
38,1,18,7,45,7,0.5355,2.6145,0
29,1,6,4,46,5.4,1.169964,1.314036,0
42,4,15,8,186,3.6,2.403864,4.292136,0
31,1,11,12,47,10.9,2.863757,2.259243,0
40,1,3,13,23,6.9,0.409446,1.177554,0
26,1,2,6,21,19.8,1.022868,3.135132,0
25,1,6,6,22,20.2,2.261996,2.182004,0
53,4,7,11,61,7.9,1.874591,2.944409,0
50,3,18,27,102,14.1,5.781564,8.600436,0
47,1,31,9,136,23.1,14.231448,17.184552,1
23,1,1,0,21,8.4,1.210104,0.553896,1
37,3,12,8,83,4.1,0.319882,3.083118,0
41,1,24,15,100,11.5,5.06,6.44,0
28,2,0,7,29,13.3,2.148349,1.708651,1
31,1,7,11,41,30.7,2.995706,9.591294,1
41,2,6,1,19,6.3,0.124488,1.072512,0
36,1,7,17,40,9.9,1.69488,2.26512,0
41,1,1,16,19,4.4,0.241604,0.594396,0
53,2,16,31,44,5.6,1.333024,1.130976,0
31,2,6,5,25,11.5,2.331625,0.543375,0
28,2,5,6,25,2.9,0.338575,0.386425,0
48,1,28,25,70,12,4.3344,4.0656,0
23,2,0,1,42,3.9,1.018836,0.619164,1
31,1,11,6,34,6.8,0.298248,2.013752,0
27,1,6,6,43,4.9,0.882833,1.224167,0
43,1,11,17,37,1.3,0.179894,0.301106,0
29,2,5,7,28,18.7,2.125816,3.110184,0
53,1,6,7,27,6.4,0.594432,1.133568,1
38,1,4,9,19,13.6,1.245488,1.338512,0
30,1,12,10,38,8.5,0.17119,3.05881,0
28,3,2,0,20,9.4,0.23312,1.64688,1
36,1,11,2,33,32.5,1.26555,9.45945,0
48,1,15,5,60,2.1,0.3213,0.9387,0
31,1,12,9,24,6.6,0.441936,1.142064,0
35,1,16,10,57,10.5,1.143135,4.841865,0
50,1,4,4,23,12.5,0.140875,2.734125,0
42,2,12,9,55,15,2.53275,5.71725,0
40,1,2,3,28,7.1,0.184884,1.803116,0
37,2,0,13,31,0.9,0.118017,0.160983,1
31,3,6,8,54,2.8,0.402192,1.109808,0
38,1,11,13,35,8,1.2656,1.5344,0
35,1,15,1,77,10.6,5.501188,2.660812,0
44,1,24,10,101,5.6,2.992024,2.663976,0
44,2,21,14,113,13.2,3.192024,11.723976,0
33,1,0,12,23,0.9,0.077418,0.129582,0
35,1,7,14,29,4.9,0.264306,1.156694,0
36,3,10,4,43,13,0.96148,4.62852,0
23,2,3,4,24,6.3,0.55188,0.96012,0
27,1,0,7,18,12.8,0.582912,1.721088,0
34,1,6,1,20,1.2,0.04248,0.19752,0
35,1,0,5,34,11.1,1.369962,2.404038,1
24,2,4,4,20,3.7,0.32412,0.41588,0
48,1,30,8,101,6.4,1.87456,4.58944,0
26,2,8,1,40,11.8,0.44368,4.27632,0
40,1,6,9,36,2.1,0.390852,0.365148,1
34,1,9,8,48,9.3,0.419616,4.044384,0
35,1,17,4,42,3,0.09324,1.16676,0
30,1,7,2,33,25.4,1.165098,7.216902,1
20,1,4,0,14,9.7,0.200984,1.157016,1
36,4,1,17,30,11.5,0.3243,3.1257,0
21,1,1,1,16,6.3,0.14112,0.86688,0
34,1,18,10,53,10.5,0.840315,4.724685,0
35,1,7,5,39,16.1,1.701609,4.577391,1
35,3,1,4,20,7.9,0.8532,0.7268,0
34,1,10,1,33,10.3,2.501664,0.897336,1
33,1,12,12,68,10.8,1.365984,5.978016,0
30,1,4,2,18,10.7,0.227268,1.698732,0
24,2,0,5,16,7.3,0.024528,1.143472,0
47,1,31,8,253,7.2,9.308376,8.907624,0
53,1,0,26,27,28.9,2.754459,5.048541,1
22,3,0,2,20,4.7,0.21902,0.72098,0
48,2,6,1,66,12.1,2.31594,5.67006,0
36,2,6,15,27,4.6,0.262062,0.979938,1
29,2,6,4,21,11.5,0.369495,2.045505,0
33,1,15,3,32,7.6,0.491264,1.940736,0
45,1,19,22,77,8.4,2.302608,4.165392,0
37,1,12,14,44,14.7,2.994684,3.473316,0
36,1,16,13,32,10.9,0.544128,2.943872,
50,1,6,27,21,12.9,1.316574,1.392426,
40,1,9,9,33,17,4.8807,0.7293,
31,1,5,7,23,2,0.046,0.414,
29,1,4,0,24,7.8,0.866736,1.005264,
25,2,1,3,14,9.9,0.232848,1.153152,
34,1,4,3,28,9.4,1.058064,1.573936,
50,1,30,8,150,32.5,13.5525,35.1975,
27,1,5,5,26,1.2,0.130416,0.181584,
31,4,7,12,97,6,1.82748,3.99252,
45,1,8,25,27,2.6,0.415584,0.286416,
35,1,10,8,28,1.3,0.109928,0.254072,
47,2,27,7,107,6.1,1.638277,4.888723,
50,3,25,7,94,5.3,1.733736,3.248264,
37,2,15,11,108,11.8,5.250528,7.493472,
46,1,7,6,41,23.4,0.585234,9.008766,
26,4,1,5,92,13,6.50624,5.45376,
33,1,16,12,46,8.1,2.399544,1.326456,
43,1,8,0,32,19,1.23424,4.84576,
49,2,14,26,63,15.8,0.935676,9.018324,
44,1,2,15,22,9.6,1.091904,1.020096,
32,1,12,10,33,11.2,0.79464,2.90136,
38,1,5,4,20,1.5,0.0915,0.2085,
52,1,33,23,139,5.6,2.288496,5.495504,
35,1,10,3,24,21.3,1.083744,4.028256,
33,4,4,12,22,5.5,0.56628,0.64372,
35,1,11,12,77,4.7,1.100176,2.518824,
34,2,9,3,40,1.6,0.37376,0.26624,
39,1,19,16,53,3.7,0.190217,1.770783,
31,1,8,4,27,5.4,0.673596,0.784404,
37,1,5,11,27,9.4,0.41877,2.11923,
44,1,19,9,40,10.9,0.34444,4.01556,
30,1,1,1,27,12.3,1.275264,2.045736,
37,1,18,9,58,10.3,2.86752,3.10648,
35,1,11,9,40,2.9,0.57188,0.58812,
43,1,4,11,26,7.1,0.751322,1.094678,
26,1,0,5,17,5,0.14195,0.70805,
35,1,13,4,42,17.6,0.768768,6.623232,
24,1,4,0,19,11,1.18503,0.90497,
24,1,4,1,23,4.9,0.242305,0.884695,
26,3,3,1,40,10.8,1.89648,2.42352,
34,1,10,12,48,5.1,0.264384,2.183616,
44,4,18,23,78,1,0.56472,0.21528,
46,1,9,6,72,5,0.828,2.772,
40,1,17,5,55,11.4,2.12553,4.14447,
37,4,2,1,29,15.4,2.782318,1.683682,
35,3,5,13,30,10.6,1.5264,1.6536,
46,2,18,18,55,4.4,0.41866,2.00134,
40,3,5,18,28,10,1.2628,1.5372,
48,2,21,14,86,1.2,0.145512,0.886488,
53,1,33,25,324,7,7.05348,15.62652,
45,3,9,0,84,13.1,1.276464,9.727536,
32,3,6,12,22,6.7,0.384714,1.089286,
43,1,15,21,62,9.4,0.693532,5.134468,
29,2,3,9,32,9,1.07136,1.80864,
47,2,7,24,49,0.9,0.253575,0.187425,
21,2,1,0,17,10.5,0.555135,1.229865,
30,1,0,2,20,5.4,0.62208,0.45792,
25,3,3,2,54,7.4,1.162836,2.833164,
27,1,6,2,52,13.8,1.90164,5.27436,
36,1,4,17,25,4,0.144,0.856,
35,1,12,3,30,15.4,1.89882,2.72118,
33,1,11,6,35,15.9,0.506415,5.058585,
21,3,0,1,41,19.5,2.36652,5.62848,
44,1,18,0,61,10.8,2.806488,3.781512,
37,1,19,7,38,13.5,2.59065,2.53935,
27,1,5,7,26,6.8,0.54808,1.21992,
37,2,11,11,47,9.6,1.597248,2.914752,
48,2,9,22,44,5.9,2.133912,0.462088,
30,1,4,2,21,3.5,0.228585,0.506415,
22,4,0,1,25,12.2,1.49145,1.55855,
39,2,18,18,47,7.6,1.564536,2.007464,
26,1,5,6,18,15.5,0.57474,2.21526,
29,2,9,8,30,21.7,3.6456,2.8644,
47,1,29,20,169,2.2,0.349492,3.368508,
33,2,5,2,37,8.4,1.028748,2.079252,
23,2,2,2,48,7.5,0.5112,3.0888,
25,2,5,5,35,16.5,1.969275,3.805725,
34,1,4,6,23,5.6,0.616952,0.671048,
56,1,19,26,66,3.3,0.847242,1.330758,
32,1,7,10,23,9.8,0.861028,1.392972,
27,3,0,4,50,14.7,1.0437,6.3063,
41,2,6,7,36,13.9,1.486188,3.517812,
30,1,8,11,27,20.3,3.743523,1.737477,
38,4,13,2,126,13.7,7.612542,9.649458,
31,1,6,1,45,7.3,0.58473,2.70027,
37,3,16,8,75,0.1,0.02205,0.05295,
30,2,2,2,26,3.8,0.248976,0.739024,
44,2,8,18,43,5,0.5547,1.5953,
25,2,5,3,42,15.5,3.36567,3.14433,
33,2,10,2,54,3,0.11988,1.50012,
25,1,3,5,31,8.1,0.881361,1.629639,
45,1,14,26,46,5.1,1.262148,1.083852,
23,1,6,2,15,12.7,1.37541,0.52959,
43,1,24,22,254,7.7,7.001764,12.556236,
38,2,12,14,40,5.1,0.8976,1.1424,
24,1,1,4,16,7.2,0.877824,0.274176,
29,2,2,4,16,10.5,0.43344,1.24656,
40,1,23,16,81,10.9,0.997677,7.831323,
47,1,3,1,21,15.4,0.067914,3.166086,
24,1,1,5,16,9.2,0.185472,1.286528,
35,2,0,6,35,12.4,2.38266,1.95734,
38,1,1,9,42,9.1,0.890526,2.931474,
48,1,10,0,70,28.2,10.67934,9.06066,
35,2,12,12,64,15,1.4496,8.1504,
27,1,11,1,21,11.4,0.914508,1.479492,
47,3,16,7,266,2,2.19184,3.12816,
31,1,3,5,16,32.3,3.064624,2.103376,
30,1,12,4,40,7,1.2488,1.5512,
29,2,10,3,61,6.2,0.798002,2.983998,
26,4,1,6,64,23.3,7.75424,7.15776,
38,1,21,17,65,16.8,2.53344,8.38656,
45,1,7,17,29,6.1,0.739442,1.029558,
29,1,3,10,23,9.3,1.103724,1.035276,
52,1,17,4,73,8.7,1.054266,5.296734,
24,1,1,0,20,4.1,0.32472,0.49528,
33,2,8,13,27,9.8,1.645812,1.000188,
38,2,0,18,21,4.6,0.612444,0.353556,
26,1,0,2,15,5.4,0.38556,0.42444,
26,1,2,5,22,6.4,0.236544,1.171456,
35,1,16,0,37,17.2,4.212968,2.151032,
43,1,9,8,66,8.8,2.340624,3.467376,
45,3,8,1,140,13.9,4.1839,15.2761,
24,1,5,1,46,3.8,0.529644,1.218356,
44,3,7,16,78,10.5,3.15315,5.03685,
29,2,0,7,23,8,1.242,0.598,
22,2,0,0,14,17.1,0.241794,2.152206,
38,1,16,8,37,8.6,0.082732,3.099268,
46,1,6,19,30,17.6,1.41504,3.86496,
46,4,7,16,73,1.1,0.555676,0.247324,
32,1,13,11,25,7.5,0.59625,1.27875,
39,3,16,10,126,6.8,1.405152,7.162848,
40,2,15,19,138,4.1,1.222128,4.435872,
47,1,16,19,110,12.6,5.8212,8.0388,
28,1,10,1,42,8.6,1.04748,2.56452,
36,1,19,8,45,12.1,0.920205,4.524795,
41,2,13,1,93,14.7,9.542358,4.128642,
31,2,12,8,44,9.6,1.867008,2.356992,
39,1,20,8,116,4.1,2.240076,2.515924,
37,1,4,10,24,14.2,0.419184,2.988816,
35,2,11,1,62,32.4,9.702504,10.385496,
35,4,10,12,45,8.5,1.0404,2.7846,
51,4,15,30,26,13.6,2.011984,1.524016,
36,1,5,2,27,7,0.72387,1.16613,
23,1,3,4,13,3.1,0.045539,0.357461,
34,1,12,15,32,2.7,0.239328,0.624672,
32,2,12,11,116,5.7,4.026708,2.585292,
48,1,13,11,38,10.8,0.722304,3.381696,
35,2,1,11,24,7.8,0.417456,1.454544,
37,1,20,13,41,12.9,0.89913,4.38987,
